,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Address,Cross Street,Location ,Year
62989,1492537,171310843,04/22/2017,03/01/2017,1100,13,Newton,1307,624,BATTERY - SIMPLE ASSAULT,0416 0417,61.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH,TOWNE,"(34.0396, -118.2451)",2017
62991,1492539,171310846,04/22/2017,04/22/2017,1750,13,Newton,1361,110,CRIMINAL HOMICIDE,0430 0429 0302 0334 1100 0906 1402,24.0,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,50TH                         ST,BROADWAY                     ST,"(33.9974, -118.2783)",2017
62992,1492540,171310847,04/21/2017,04/21/2017,1900,13,Newton,1373,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0446 0408 1251 1259,15.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,52ND                         PL,AVALON                       BL,"(33.995, -118.2652)",2017
62993,1492541,171310849,04/22/2017,04/22/2017,1750,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0429 0302 0334 0430 1822,24.0,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,50TH                         ST,BROADWAY                     AV,"(33.9974, -118.2783)",2017
63002,1492550,171310864,04/22/2017,04/22/2017,1735,13,Newton,1352,624,BATTERY - SIMPLE ASSAULT,1310 0416 0913 1240 0448,26.0,F,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,43RD                         PL,AVALON,"(34.0048, -118.2652)",2017
63003,1492551,171310865,04/22/2017,04/22/2017,930,13,Newton,1333,624,BATTERY - SIMPLE ASSAULT,0416 0913,38.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MAPLE                        AV,28TH                         ST,"(34.021, -118.267)",2017
63015,1492563,171310878,04/23/2017,04/23/2017,1400,13,Newton,1373,350,"THEFT, PERSON",1309 0344 0352 1221 0336 0326 0400 0346,52.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,CENTRAL                      AV,57TH                         ST,"(33.9907, -118.2564)",2017
63016,1492564,171310879,04/23/2017,04/23/2017,150,13,Newton,1353,220,ATTEMPTED ROBBERY,0334 0355 0432 0411,19.0,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,60TH                         ST,AVALON,"(34.0037, -118.2609)",2017
63017,1492565,171310880,04/23/2017,04/23/2017,1310,13,Newton,1362,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1309 1310 1240 0416 0342 0319 0919,23.0,F,B,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,51ST                         ST,AVALON,"(33.9966, -118.2652)",2017
63019,1492567,171310883,04/22/2017,04/21/2017,1945,13,Newton,1342,624,BATTERY - SIMPLE ASSAULT,1259 1251 0913 0416 0907,14.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,36TH                         ST,TRINITY                      ST,"(34.0146, -118.268)",2017
63022,1492570,171310886,04/22/2017,04/22/2017,720,13,Newton,1393,624,BATTERY - SIMPLE ASSAULT,0416 1202,60.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY,68TH                         ST,"(33.9782, -118.2783)",2017
63029,1492577,171310907,04/23/2017,04/23/2017,1400,13,Newton,1391,350,"THEFT, PERSON",1309 0216 0448 0344,32.0,M,B,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,FLORENCE                     AV,BROADWAY,"(33.9747, -118.2783)",2017
63030,1492578,171310908,04/23/2017,04/23/2017,2340,13,Newton,1367,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1814,45.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,49TH                         ST,LONG BEACH                   AV,"(33.9986, -118.2435)",2017
63035,1492583,171310913,04/23/2017,04/23/2017,1830,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0443 1218 2004 1814,32.0,M,B,101.0,STREET,503.0,CAUSTIC CHEMICAL/POISON,AO,Adult Other,15TH                         ST,CENTRAL,"(34.0272, -118.248)",2017
63039,1492587,171310917,04/23/2017,04/23/2017,1800,13,Newton,1383,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0432 0421,60.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,BROADWAY,61ST                         ST,"(33.9842, -118.2783)",2017
63073,1492621,171311005,04/25/2017,04/25/2017,750,13,Newton,1372,210,ROBBERY,0906 0337 0344 0345,19.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,AVALON                       BL,52ND                         ST,"(33.9953, -118.2652)",2017
63089,1492637,171311064,04/25/2017,04/25/2017,1400,13,Newton,1365,210,ROBBERY,1258 1251 0355 0432 0344 0371 0906,11.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,COMPTON                      AV,32ND                         ST,"(33.9994, -118.2499)",2017
63094,1492642,171311071,04/25/2017,04/25/2017,1730,13,Newton,1345,210,ROBBERY,0305 1026 0448 0419 0446 0416 0342 1309,18.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,41ST                         ST,NAOMI                        AV,"(34.0093, -118.2538)",2017
63095,1492643,171311072,04/25/2017,04/25/2017,2230,13,Newton,1346,220,ATTEMPTED ROBBERY,1223 0337 0444 0216,35.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,43RD                         ST,ASCOT                        AV,"(34.0059, -118.2497)",2017
63112,1492660,171311595,05/02/2017,05/02/2017,1505,13,Newton,1346,210,ROBBERY,0344 0334 0355,42.0,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,COMPTON,VERNON,"(34.0039, -118.2477)",2017
63117,1492665,171311117,04/25/2017,04/25/2017,745,13,Newton,1385,624,BATTERY - SIMPLE ASSAULT,1822 0444,35.0,F,B,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SLAUSON                      AV,AVALON                       BL,"(33.9893, -118.2652)",2017
63127,1492675,171311151,04/26/2017,04/26/2017,1210,13,Newton,1323,210,ROBBERY,0337 0344 0416 0355,47.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,PALOMA,ADAMS,"(34.0184, -118.2568)",2017
63129,1492677,171311153,04/26/2017,04/26/2017,1630,13,Newton,1377,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0421 0432 0329 1307 2000 1814,23.0,F,H,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,53RD                         ST,HOLMES                       AV,"(33.9947, -118.2411)",2017
63132,1492680,171311156,04/26/2017,04/26/2017,1245,13,Newton,1346,220,ATTEMPTED ROBBERY,0416 0446 0371 0355 0906,14.0,M,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,41ST                         ST,COMPTON                      AV,"(34.0091, -118.2506)",2017
63136,1492684,171311164,04/26/2017,04/26/2017,1540,13,Newton,1333,220,ATTEMPTED ROBBERY,0355 0334 0411 1309,40.0,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,27TH                         ST,SAN PEDRO                    ST,"(34.0207, -118.2619)",2017
63137,1492685,171311165,04/26/2017,04/26/2017,2330,13,Newton,1363,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1243 1813 0401 0913,28.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,47TH                         PL,BROADWAY,"(33.9983, -118.2608)",2017
63138,1492686,171311180,04/26/2017,04/26/2017,2215,13,Newton,1317,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 1206 0419 1243 0444 2004 2000 0421 0913 1402,46.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,20TH                         ST,MCGARRY,"(34.018, -118.2396)",2017
63139,1492687,171311181,04/27/2017,04/27/2017,200,13,Newton,1395,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1309 0906 0371 0302 0334,27.0,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,BROADWAY,71ST                         ST,"(33.9784, -118.263)",2017
63147,1492695,171311205,04/26/2017,04/26/2017,1500,13,Newton,1393,624,BATTERY - SIMPLE ASSAULT,1251 1259 0416 0446,16.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,BROADWAY,67TH                         ST,"(33.979, -118.2783)",2017
63151,1492699,171311262,04/27/2017,04/27/2017,1000,13,Newton,1361,220,ATTEMPTED ROBBERY,0432 0337 0334 0302,62.0,M,B,104.0,DRIVEWAY,102.0,HAND GUN,AO,Adult Other,46TH                         ST,BROADWAY,"(34.002, -118.2783)",2017
63172,1492720,171311263,04/27/2017,04/27/2017,2300,13,Newton,1375,210,ROBBERY,0444 0216 0448 0344,22.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,57TH                         ST,HOOPER                       AV,"(33.9912, -118.2521)",2017
63198,1492746,171311358,04/28/2017,04/28/2017,1610,13,Newton,1347,210,ROBBERY,1259 1251 0344 0355 0432 0345,16.0,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,41ST                         ST,LONG BEACH                   AV,"(34.0081, -118.2433)",2017
63211,1492759,171311382,04/28/2017,04/28/2017,1715,13,Newton,1303,220,ATTEMPTED ROBBERY,0432,43.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,12TH                         ST,WALL                         ST,"(34.035, -118.2553)",2017
63215,1492763,171311387,04/27/2017,04/27/2017,1640,13,Newton,1333,624,BATTERY - SIMPLE ASSAULT,0913 0416,55.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,CENTRAL                      AV,MARTIN LUTHER KING JR        BL,"(34.0174, -118.2621)",2017
63231,1492779,171311424,04/30/2017,04/30/2017,230,13,Newton,1346,210,ROBBERY,0344 0342 0416 0305 0429,18.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,43RD                         ST,HOOPER                       AV,"(34.0057, -118.2521)",2017
63235,1492783,171311432,04/30/2017,04/30/2017,1304,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0334 0416,36.0,F,H,102.0,SIDEWALK,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,OLYMPIC                      BL,CENTRAL                      AV,"(34.032, -118.2441)",2017
63236,1492784,171311433,04/30/2017,04/30/2017,1630,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1407 1259 1251 1100 0906 0371 0302 0334 0450,17.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,49TH                         ST,GRAND                        AV,"(33.9983, -118.2801)",2017
63237,1492785,171311434,04/30/2017,04/30/2017,1630,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0450 1259 1251 0334 0906 0371 0302,17.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,49TH                         ST,GRAND                        AV,"(33.9983, -118.2801)",2017
63238,1492786,171311435,04/30/2017,04/30/2017,1630,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0450 1259 1251 0334 0906 0371 0302,17.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,49TH                         ST,GRAND                        AV,"(33.9983, -118.2801)",2017
63240,1492788,171311436,04/30/2017,04/30/2017,1630,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0906 0371 0302 0334 0450,20.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,49TH                         ST,GRAND                        AV,"(33.9983, -118.2801)",2017
63255,1492803,171311465,04/30/2017,04/30/2017,2020,13,Newton,1331,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1218 0416 0445,36.0,M,O,101.0,STREET,309.0,BOARD,AO,Adult Other,GRAND                        AV,30TH                         ST,"(34.0234, -118.2743)",2017
63258,1492806,171311469,04/30/2017,04/30/2017,1925,13,Newton,1321,210,ROBBERY,0345 0334 0355 0344 0432 0906,19.0,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,LOS ANGELES                  ST,23RD                         ST,"(34.0268, -118.266)",2017
63285,1492833,171311506,05/01/2017,04/30/2017,2355,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0432 1218,32.0,M,B,101.0,STREET,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,45TH                         ST,BROADWAY,"(34.0029, -118.2783)",2017
63304,1492852,171311548,05/01/2017,05/01/2017,1110,13,Newton,1353,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416,32.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,42ND                         PL,MCKINLEY,"(34.0067, -118.2609)",2017
63311,1492859,171311563,05/01/2017,04/30/2017,1200,13,Newton,1321,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0432,26.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WASHINGTON                   BL,SANTEE,"(34.0301, -118.2625)",2017
63318,1492866,171311577,05/02/2017,05/02/2017,1050,13,Newton,1331,210,ROBBERY,0344 0432 0334 0355 0420,29.0,M,B,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,BROADWAY,27TH                         ST,"(34.0243, -118.2704)",2017
63321,1492869,171311581,04/30/2017,04/30/2017,1230,13,Newton,1372,624,BATTERY - SIMPLE ASSAULT,1223 1822 1309 0447 0416 0429,31.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,56TH                         ST,MAIN                         ST,"(33.9916, -118.2739)",2017
63335,1492883,171311621,04/30/2017,04/30/2017,245,13,Newton,1391,761,BRANDISH WEAPON,0342 1309 0416 0446 0319,27.0,F,H,301.0,GAS STATION,304.0,CLUB/BAT,IC,Invest Cont,GAGE                         AV,GRAND                        AV,"(0, 0)",2017
63338,1492886,171311625,05/02/2017,05/02/2017,1630,13,Newton,1364,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 1252 0334,50.0,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,49TH                         ST,HOOPER,"(0, 0)",2017
63339,1492887,171311628,05/02/2017,04/16/2017,100,13,Newton,1347,210,ROBBERY,0906 1313 0344 0303 0371,19.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,VERNON                       AV,LONG BEACH                   AV,"(0, 0)",2017
63341,1492889,171311632,05/03/2017,05/03/2017,145,13,Newton,1313,210,ROBBERY,0337 0344 0334,47.0,M,B,124.0,BUS STOP,102.0,HAND GUN,IC,Invest Cont,CENTRAL                      AV,16TH                         ST,"(0, 0)",2017
63344,1492892,171311643,05/03/2017,05/02/2017,1700,13,Newton,1307,210,ROBBERY,0344 1218 0346,57.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,8TH                          ST,ALAMEDA,"(0, 0)",2017
63347,1492895,171311657,05/03/2017,05/03/2017,1520,13,Newton,1307,624,BATTERY - SIMPLE ASSAULT,0416 0445,17.0,M,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,AGATHA,STANFORD,"(0, 0)",2017
63371,1492919,171311705,05/03/2017,05/03/2017,1300,13,Newton,1385,210,ROBBERY,2004 0448 0337 0344,39.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,MCKINLEY                     AV,SLAUSON                      AV,"(33.9857, -118.2628)",2017
63375,1492923,171311710,05/03/2017,05/03/2017,2315,13,Newton,1346,210,ROBBERY,0216 0305 0448 0344,18.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,HOOPER                       AV,43RD                         ST,"(34.0058, -118.2521)",2017
63376,1492924,171311711,05/03/2017,04/27/2017,2100,13,Newton,1343,220,ATTEMPTED ROBBERY,0400 0416 0216 0342,21.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SAN PEDRO,MARTIN LUTHER KING JR        BL,"(34.0112, -118.268)",2017
63381,1492929,171311727,05/04/2017,05/04/2017,500,13,Newton,1341,624,BATTERY - SIMPLE ASSAULT,0416 0417 0432,52.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,MARTIN LUTHER KING JR        BL,MAIN                         ST,"(34.0111, -118.274)",2017
63394,1492942,171311768,05/04/2017,05/04/2017,700,13,Newton,1321,624,BATTERY - SIMPLE ASSAULT,1258 1251 0216 1309 0444 0429,13.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,24TH                         ST,MAPLE                        AV,"(34.0252, -118.2644)",2017
63415,1492963,171311803,05/05/2017,05/04/2017,1900,13,Newton,1333,210,ROBBERY,1310 1240 0344 0330 0334 0432 0916 0302 1311,22.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,29TH                         ST,GRIFFITH                     AV,"(34.0181, -118.2592)",2017
63418,1492966,171311809,05/05/2017,05/05/2017,1225,13,Newton,1345,210,ROBBERY,0344 2004 1218 0448,51.0,F,W,124.0,BUS STOP,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,41ST                         ST,CENTRAL                      AV,"(34.0092, -118.2565)",2017
63424,1492972,171311823,05/05/2017,05/05/2017,1300,13,Newton,1313,210,ROBBERY,1259 1251 0344 1223 0421 1402,16.0,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,WASHINGTON                   BL,TRINITY                      ST,"(34.0281, -118.2582)",2017
63429,1492977,171311832,05/05/2017,05/05/2017,1340,13,Newton,1333,624,BATTERY - SIMPLE ASSAULT,0416 0913,32.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,30TH                         ST,TRINITY                      ST,"(34.0193, -118.2653)",2017
63435,1492983,171311848,05/05/2017,05/05/2017,1420,13,Newton,1361,210,ROBBERY,0305 0416 0429 0334 0352 1221 0344,42.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,BROADWAY,45TH                         ST,"(34.0029, -118.2783)",2017
63445,1492993,171311873,05/06/2017,05/06/2017,45,13,Newton,1317,210,ROBBERY,1309 1240 0344 0334 0305 0416 0429 1311,36.0,F,H,101.0,STREET,302.0,BLUNT INSTRUMENT,IC,Invest Cont,ALAMEDA                      ST,21ST                         ST,"(34.0245, -118.244)",2017
63446,1492994,171311874,05/06/2017,05/06/2017,240,13,Newton,1307,761,BRANDISH WEAPON,0334 0432 0913 1218 2004,55.0,F,B,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,TOWNE                        AV,AGATHA                       ST,"(34.0384, -118.2464)",2017
63456,1493004,171311883,05/06/2017,05/06/2017,115,13,Newton,1346,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1243 0913 1813 0334 0416 1202 1814 2005,72.0,M,B,501.0,SINGLE FAMILY DWELLING,309.0,BOARD,IC,Invest Cont,43RD                         ST,HOOPER,"(34.0057, -118.2521)",2017
63459,1493007,171311889,05/06/2017,05/06/2017,1320,13,Newton,1331,210,ROBBERY,1309 0334 0344 0305 0355 0416,32.0,M,B,101.0,STREET,302.0,BLUNT INSTRUMENT,IC,Invest Cont,29TH                         ST,MAIN                         ST,"(34.0225, -118.2702)",2017
63466,1493014,171311904,05/06/2017,05/06/2017,1850,13,Newton,1341,210,ROBBERY,0344 0906 0371 0416 0319 0432,40.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,38TH                         ST,BROADWAY,"(34.0141, -118.277)",2017
63476,1493024,171311934,05/06/2017,05/06/2017,2030,13,Newton,1323,210,ROBBERY,0334 0305 0355 0327 0432 0344,42.0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,23RD                         ST,SAN PEDRO,"(34.0241, -118.2597)",2017
63490,1493038,171311954,05/07/2017,05/07/2017,900,13,Newton,1344,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 0202,20.0,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,42ND                         ST,AVALON,"(34.0076, -118.2653)",2017
63495,1493043,171311972,05/07/2017,05/07/2017,1040,13,Newton,1361,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0419 0429 0444,31.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,48TH                         ST,MAIN                         ST,"(33.9992, -118.274)",2017
63513,1493061,171312011,05/08/2017,05/06/2017,2230,13,Newton,1365,761,BRANDISH WEAPON,0334 1309,27.0,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,COMPTON,49TH                         ST,"(33.9984, -118.2478)",2017
63531,1493079,171312580,05/17/2017,05/17/2017,1430,13,Newton,1391,210,ROBBERY,0344 0432 0421,25.0,M,H,248.0,CELL PHONE STORE,113.0,SIMULATED GUN,AA,Adult Arrest,GRAND,60TH,"(33.9789, -118.2795)",2017
63538,1493086,171312053,05/09/2017,03/28/2017,750,13,Newton,1307,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,53.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,7TH                          ST,CERES,"(34.0382, -118.2432)",2017
63543,1493091,171312079,05/09/2017,05/09/2017,930,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 0913,50.0,M,B,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,CERES                        AV,7TH                          ST,"(34.0382, -118.2432)",2017
63544,1493092,171312080,05/09/2017,05/09/2017,930,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0913 0400,50.0,M,B,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,CERES                        AV,7TH                          ST,"(34.0382, -118.2432)",2017
63550,1493098,171312087,05/09/2017,05/09/2017,1220,13,Newton,1372,350,"THEFT, PERSON",0344 0308,26.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,54TH                         ST,MAIN                         ST,"(33.9934, -118.2739)",2017
63560,1493108,171312101,05/09/2017,05/09/2017,1545,13,Newton,1351,210,ROBBERY,0448 0336 0444 0429 0352 0305 1822,51.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,VERNON                       AV,MAIN                         ST,"(34.0038, -118.274)",2017
63561,1493109,171312102,05/09/2017,05/08/2017,1700,13,Newton,1322,210,ROBBERY,0448 0334 0352 0344,21.0,F,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,ADAMS                        BL,MAPLE                        AV,"(34.0234, -118.2654)",2017
